unique_transaction_id,transaction_status,dollarsobligated,baseandexercisedoptionsvalue,baseandalloptionsvalue,maj_agency_cat,mod_agency,maj_fund_agency_cat,contractingofficeagencyid,contractingofficeid,fundingrequestingagencyid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,contractactiontype,reasonformodification,typeofcontractpricing,priceevaluationpercentdifference,subcontractplan,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogramcode,contingencyhumanitarianpeacekeepingoperation,contractfinancing,costorpricingdata,costaccountingstandardsclause,descriptionofcontractrequirement,purchasecardaspaymentmethod,numberofactions,nationalinterestactioncode,progsourceagency,progsourceaccount,progsourcesubacct,account_title,rec_flag,typeofidc,multipleorsingleawardidc,programacronym,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingasbusinessname,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,vendor_cd,congressionaldistrict,vendorsitecode,vendoralternatesitecode,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,locationcode,statecode,PlaceofPerformanceCity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,psc_cat,productorservicecode,systemequipmentcode,claimantprogramcode,principalnaicscode,informationtechnologycommercialitemcategory,gfe_gfp,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundling,consolidatedcontract,countryoforigin,placeofmanufacture,manufacturingorganizationtype,agencyid,piid,modnumber,transactionnumber,fiscal_year,idvagencyid,idvpiid,idvmodificationnumber,solicitationid,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedures,commercialitemtestprogram,smallbusinesscompetitivenessdemonstrationprogram,a76action,competitiveprocedures,solicitationprocedures,typeofsetaside,localareasetaside,evaluatedpreference,fedbizopps,research,statutoryexceptiontofairopportunity,organizationaltype,numberofemployees,annualrevenue,firm8aflag,hubzoneflag,sdbflag,issbacertifiedsmalldisadvantagedbusiness,shelteredworkshopflag,hbcuflag,educationalinstitutionflag,womenownedflag,veteranownedflag,srdvobflag,localgovernmentflag,minorityinstitutionflag,aiobflag,stategovernmentflag,federalgovernmentflag,minorityownedbusinessflag,apaobflag,tribalgovernmentflag,baobflag,naobflag,saaobflag,nonprofitorganizationflag,isothernotforprofitorganization,isforprofitorganization,isfoundation,haobflag,ishispanicservicinginstitution,emergingsmallbusinessflag,hospitalflag,contractingofficerbusinesssizedetermination,is1862landgrantcollege,is1890landgrantcollege,is1994landgrantcollege,isveterinarycollege,isveterinaryhospital,isprivateuniversityorcollege,isschoolofforestry,isstatecontrolledinstitutionofhigherlearning,isserviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,isairportauthority,iscouncilofgovernments,ishousingauthoritiespublicortribal,isinterstateentity,isplanningcommission,isportauthority,istransitauthority,issubchapterscorporation,islimitedliabilitycorporation,isforeignownedandlocated,isarchitectureandengineering,isdotcertifieddisadvantagedbusinessenterprise,iscitylocalgovernment,iscommunitydevelopedcorporationownedfirm,iscommunitydevelopmentcorporation,isconstructionfirm,ismanufacturerofgoods,iscorporateentitynottaxexempt,iscountylocalgovernment,isdomesticshelter,isfederalgovernmentagency,isfederallyfundedresearchanddevelopmentcorp,isforeigngovernment,isindiantribe,isintermunicipallocalgovernment,isinternationalorganization,islaborsurplusareafirm,islocalgovernmentowned,ismunicipalitylocalgovernment,isnativehawaiianownedorganizationorfirm,isotherbusinessororganization,isotherminorityowned,ispartnershiporlimitedliabilitypartnership,isschooldistrictlocalgovernment,issmallagriculturalcooperative,issoleproprietorship,istownshiplocalgovernment,istriballyownedfirm,istribalcollege,isalaskannativeownedcorporationorfirm,iscorporateentitytaxexempt,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,interagencycontractingauthority,last_modified_date
8af7924a06737e05e8bd846e7d7e9e96,active,5000.00,.00,.00,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,N00178: NSWC DAHLGREN,1700: DEPT OF THE NAVY,N00178: NSWC DAHLGREN,Not Applicable,10/01/2005,10/01/2005,09/30/2006,,,DO Delivery Order,C: FUNDING ONLY ACTION,U: Cost Plus Fixed Fee,,B: PLAN NOT REQUIRED ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,"CHUGACH SUPPORT SERVICES, INC",,,,,,,,,560 EAST 34TH AVENUE,,,ANCHORAGE,AK,99503,UNITED STATES,AK,AK00,AK00,,,608253824,071844021,,,,,CHUGACH ALASKA CORPORATION,21008,VA: VIRGINIA,,VA: ,USA: UNITED STATES,,VA00,VA00,G,G099: OTHER SOCIAL SERVICES,000: NONE,S1: SERVICES,561210: FACILITIES SUPPORT SERVICES,: ,N: Transaction does not use GFE/GFP,: ,: ,N: NO,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,0139,1,0,2006,9700,N0017803D1017,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,1,D: ,N: No,N: NO,No,,: ,: ,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N: No,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/03/2008
5f11728ee93bc497bf5b0d3d3cdabe51,active,8070.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SP0420: DLA  AVIATION,97AS: DEFENSE LOGISTICS AGENCY,SP0420: DLA  AVIATION,Not Applicable,12/15/2005,12/15/2005,04/26/2006,,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,BUSAK + SHAMBAN INC,,,,,,,,,RAY CRISTMAN GSG,,,FORT WAYNE,IN,46801,UNITED STATES,IN,IN03,IN03,,,005471065,353944689,,,,,TRELLEBORG AB,25000,IN: INDIANA,,IN: ,USA: UNITED STATES,,IN00,IN00,16,1630: AIRCRAFT WHEEL AND BRAKE SYSTEMS,000: NONE,A1A: AIRFRAMES AND SPARES,336413: OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,0025,0,0,2006,9700,SP042003D0314,0,,A: FULL AND OPEN COMPETITION,: ,3,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/08/2006
50d8e5520169a8b14a808d04620e16d1,active,3345819.00,.00,.00,9700: DEPT OF DEFENSE,5700: DEPT OF THE AIR FORCE,9700: DEPT OF DEFENSE,5700: DEPT OF THE AIR FORCE,FA4428: FA4428  USTRANSCOM TCAQ,5700: DEPT OF THE AIR FORCE,FA4428: FA4428  USTRANSCOM TCAQ,Not Applicable,11/28/2005,11/28/2005,09/30/2006,,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,Y: YES - SERVICE WHERE PBA IS USED.,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,EVERGREEN INTERNATIONAL AIRLIN,,,,,,,,,46400 BENEDICT DR STE 209,,,STERLING,VA,20164,UNITED STATES,VA,VA10,VA10,,,142877732,142877732,,,,,EVERGREEN INTERNATIONAL AIRLINES,75376,VA: VIRGINIA,,VA: ,USA: UNITED STATES,,VA00,VA00,V,V221: PASSENGER AIR CHARTER SERVICE,000: NONE,S1: SERVICES,481211: NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,0071,0,0,2006,9700,FA442805D0004,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,"MES: MOBILIZATION, ESSENTIAL R&D ",30,D: ,N: No,N: NO,No,,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,MG,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N: No,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,03/13/2010
762978fed23518087338763efc16004d,active,69718.00,.00,.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W911QY: W6QK ACC-APG NATICK,2100: DEPT OF THE ARMY,W911QY: W6QK ACC-APG NATICK,Not Applicable,11/10/2005,11/10/2005,05/12/2006,,,DCA Definitive Contract,: ,J: Firm Fixed Price,0,B: PLAN NOT REQUIRED ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,Z: NOT APPLICABLE,N: No,X, ,N: No,1,NONE: NONE,,,,,,,: ,,MAINSTREAM ENGINEERING CORPORA,,,,,,,,,200 YELLOW PLACE,,,ROCKLEDGE,FL,32955,UNITED STATES,FL,FL15,FL15,,,175302579,175302579,,,,,MAINSTREAM ENGINEERING CORPORATION,61500,FL: FLORIDA,,FL: ,USA: UNITED STATES,,FL00,FL00,A,"AD41: R&D-TEXTILES,CLOTHING,ETC-B RES",000: NONE,"A9: TEXTILES, CLOTHING AND EQUIPAGE","541710: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U: UNKNOWN,D: NOT A BUNDLED REQUIREMENT,Y: Yes,,: ,: ,9700: DEPT OF DEFENSE,W911QY06C0008,0,0,2006,,,,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,5,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,Y,SR1,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N: No,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,07/29/2006
a256d1f349d2477ce1e09983bac9ae97,active,6894.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SPM4A7: DLA AVIATION,97AS: DEFENSE LOGISTICS AGENCY,SPM4A7: DLA AVIATION,Not Applicable,12/07/2005,12/07/2005,04/16/2006,,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,ITT FLUID TECHNOLOGY CORP,,,,,,,,,10 MOUNTAINVIEW RD,,,SADDLE RIVER,NJ,07458,UNITED STATES,NJ,NJ05,NJ05,,,800198905,800198905,,,,,ITT FLUID TECHNOLOGY CORP,81596,CA: CALIFORNIA,,CA: ,USA: UNITED STATES,,CA00,CA00,29,2915: ENGINE FUEL SYSTEM COMPONENTS AIR,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,336412: AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,SPM4A706M1164,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,2,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/08/2006
1a0fda9fff5fc77e84e18c2319c67ba9,active,26346.00,.00,.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W912PG: 0409 AQ HQ,2100: DEPT OF THE ARMY,W912PG: 0409 AQ HQ,Not Applicable,12/21/2005,12/21/2005,01/20/2006,,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,Y: YES - SERVICE WHERE PBA IS USED.,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,HBS-ELEKTROBAU GMBH,,,,,,,,,WERNER-SEELENBINDER-STR  1,,,OETTERSDORF,GM,,,GM,,,,,330738386,330738386,,,,,HBS-ELEKTROBAU GMBH,,: ,,: ,DEU: GERMANY,,,,J,J063: MAINT-REP OF ALARM & SIGNAL SYSTEM,000: NONE,S1: SERVICES,811219: OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,U: UNKNOWN,D: NOT A BUNDLED REQUIREMENT,Y: Yes,DEU,B: PERFORMED OR MANUFACTURED OUTSIDE US,: ,9700: DEPT OF DEFENSE,MD06,0,0,2006,9700,W912PG05D0017,0,,A: FULL AND OPEN COMPETITION,: ,8,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,07/29/2006
121abcab8ad6d1d394f2f47157fd993f,active,15301.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SPM4A7: DLA AVIATION,97AS: DEFENSE LOGISTICS AGENCY,SPM4A7: DLA AVIATION,Not Applicable,11/01/2005,11/01/2005,01/30/2006,,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,ITT FLUID TECHNOLOGY CORP,,,,,,,,,10 MOUNTAINVIEW RD,,,SADDLE RIVER,NJ,07458,UNITED STATES,NJ,NJ05,NJ05,,,800198905,800198905,,,,,ITT FLUID TECHNOLOGY CORP,81596,CA: CALIFORNIA,,CA: ,USA: UNITED STATES,,CA00,CA00,16,1650: AIRCRAFT HYDRAULIC VACUUM DE-ICING,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,336413: OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,SPM4A706M0502,0,0,2006,,,,,C: NOT COMPETED,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N: No,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/08/2006
c4589739c802ad86d23736c71f1de2d8,active,27636.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SP0570: DLA  TROOP SUPPORT,97AS: DEFENSE LOGISTICS AGENCY,SP0570: DLA  TROOP SUPPORT,Not Applicable,12/29/2005,12/29/2005,04/20/2006,,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,INTERFACE DISPLAYS & CONTROLS,,,,,,,,,4630 NORTH AVE,,,OCEANSIDE,CA,92056,UNITED STATES,CA,CA49,CA49,,,040511230,040511230,,,,,INTERFACE DISPLAYS & CONTROLS  INC.,53322,CA: CALIFORNIA,,CA: ,USA: UNITED STATES,,CA00,CA00,63,"6350: MISC ALARM, SIGNAL, SEC SYSTEMS",000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,334412: BARE PRINTED CIRCUIT BOARD MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,SP057006M2890,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,2,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y: Yes,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/08/2006
f53566adf7ff171cd651b2e3d100697a,active,.00,.00,.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W911XK: W072 ENDIST DETROIT,96CE: U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W911XK: Detroit,Not Applicable,11/08/2005,11/08/2005,09/30/2005,,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,LUEDTKE ENGINEERING COMPANY,,,,,,,,,10 FOURTH STREET,,,FRANKFORT,MI,49635,UNITED STATES,MI,MI02,MI02,,,006410872,006410872,,,,,LUEDTKE ENGINEERING COMPANY,70960,MI: MICHIGAN,,MI: ,USA: UNITED STATES,,MI00,MI00,Y,Y216: CONSTRUCTION OF DREDGING,000: NONE,C2: CONSTRUCTION,238990: ALL OTHER SPECIALTY TRADE CONTRACTORS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,U: UNKNOWN,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,0002,0,1,2006,9700,W911XK04D0004,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,3,D: ,N: No,Y: YES,No,,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,Y,,FAIR,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,12/02/2007
f9799b14e418a89f9ec5adf3e368428d,active,11566.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SPM300: DLA TROOP SUPPORT,97AS: DEFENSE LOGISTICS AGENCY,SPM300: DLA TROOP SUPPORT,Not Applicable,12/15/2005,12/15/2005,12/15/2005,,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,PITTS POULTRY FARMS INC,,,,,,,,,2425 W NINE MILE RD,,,PENSACOLA,FL,32534,UNITED STATES,FL,FL01,FL01,,,879523470,879523470,,,,,PITTS POULTRY FARMS INC,55925,FL: FLORIDA,,FL: ,USA: UNITED STATES,,FL00,FL00,89,8915: FRUITS AND VEGETABLES,000: NONE,B2: SUBSISTENCE,424480: FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,5347,0,0,2006,9700,SPM30006AEQ80,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,2,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N: No,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/07/2006
1188341d081e026359cd3ccba26becdd,active,11545.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SPM300: DLA TROOP SUPPORT,97AS: DEFENSE LOGISTICS AGENCY,SPM300: DLA TROOP SUPPORT,Not Applicable,12/22/2005,12/22/2005,12/22/2005,,,DO Delivery Order,: ,J: Firm Fixed Price,,B: PLAN NOT REQUIRED ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,D OTANI PRODUCE INC,,,,,,,,,320D WAIAKAMILO RD,,,HONOLULU,HI,96817,UNITED STATES,HI,HI01,HI01,,,786179010,786179010,,,,,D. OTANI PRODUCE  INC.,17000,HI: HAWAII,,HI: ,USA: UNITED STATES,,HI00,HI00,89,8915: FRUITS AND VEGETABLES,000: NONE,B2: SUBSISTENCE,424480: FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U: UNKNOWN,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,5356,0,0,2006,9700,SPM30206AG953,0,,A: FULL AND OPEN COMPETITION,: ,2,A: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N: No,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,12/06/2007
